year,direction_ferme,total_value,total_relative,total_slope,total_reg,total_relative,total_peace_reg_memory,total_peace_reg_no_memory,total_avg_war_loss_memory,total_avg_war_loss_no_memory,imports_value,imports_relative,imports_slope,imports_reg,imports_relative,imports_peace_reg_memory,imports_peace_reg_no_memory,imports_avg_war_loss_memory,imports_avg_war_loss_no_memory,exports_value,exports_relative,exports_slope,exports_reg,exports_relative,exports_peace_reg_memory,exports_peace_reg_no_memory,exports_avg_war_loss_memory,exports_avg_war_loss_no_memory,total_no_colonial_product_value,total_no_colonial_product_relative,total_no_colonial_product_slope,total_no_colonial_product_reg,total_no_colonial_product_relative,total_no_colonial_product_peace_reg_memory,total_no_colonial_product_peace_reg_no_memory,total_no_colonial_product_avg_war_loss_memory,total_no_colonial_product_avg_war_loss_no_memory,total_no_colonial_trade_value,total_no_colonial_trade_relative,total_no_colonial_trade_slope,total_no_colonial_trade_reg,total_no_colonial_trade_relative,total_no_colonial_trade_peace_reg_memory,total_no_colonial_trade_peace_reg_no_memory,total_no_colonial_trade_avg_war_loss_memory,total_no_colonial_trade_avg_war_loss_no_memory,imports_no_colonial_product_value,imports_no_colonial_product_relative,imports_no_colonial_product_slope,imports_no_colonial_product_reg,imports_no_colonial_product_relative,imports_no_colonial_product_peace_reg_memory,imports_no_colonial_product_peace_reg_no_memory,imports_no_colonial_product_avg_war_loss_memory,imports_no_colonial_product_avg_war_loss_no_memory,exports_no_colonial_product_value,exports_no_colonial_product_relative,exports_no_colonial_product_slope,exports_no_colonial_product_reg,exports_no_colonial_product_relative,exports_no_colonial_product_peace_reg_memory,exports_no_colonial_product_peace_reg_no_memory,exports_no_colonial_product_avg_war_loss_memory,exports_no_colonial_product_avg_war_loss_no_memory,imports_no_colonial_trade_value,imports_no_colonial_trade_relative,imports_no_colonial_trade_slope,imports_no_colonial_trade_reg,imports_no_colonial_trade_relative,imports_no_colonial_trade_peace_reg_memory,imports_no_colonial_trade_peace_reg_no_memory,imports_no_colonial_trade_avg_war_loss_memory,imports_no_colonial_trade_avg_war_loss_no_memory,exports_no_colonial_trade_value,exports_no_colonial_trade_relative,exports_no_colonial_trade_slope,exports_no_colonial_trade_reg,exports_no_colonial_trade_relative,exports_no_colonial_trade_peace_reg_memory,exports_no_colonial_trade_peace_reg_no_memory,exports_no_colonial_trade_avg_war_loss_memory,exports_no_colonial_trade_avg_war_loss_no_memory
1762,La Rochelle,4152304.1112779398,0.012289293020430768,-0.7,14458332.445805445,0.012289293020430768,21266727.731675316,13584850.161848653,47.4%,42.5%,1657889.82366912,0.011825398232278456,-0.5,6356797.575334076,0.011825398232278456,10943494.883428385,7517352.750245811,149.9%,144.1%,2494414.28760882,0.012618289527245015,-0.8,8013866.232286618,0.012618289527245015,10339433.361838326,6218068.076234282,-0.4%,-1.6%,3351031.7523052897,,-1.3,10959493.497999148,,16090098.282202514,12822289.043861156,44.1%,34.1%,1413327.42926282,,1.8,4118608.4582261858,,4751821.4293737905,9602639.927089006,8.1%,-17.7%,869285.51485133,,-1.0,4176994.2950196248,,7824138.05587363,7488609.390159684,99.7%,86.6%,2481746.23745396,,-1.4,6606287.192430803,,8282060.691237678,5601582.5324442,7.4%,2.2%,706663.71463141,,1.8,2034160.6286554507,,2375910.714686891,4801319.9635444945,9.3%,-17.2%,706663.71463141,,1.8,2059304.2291130961,,2375910.714686891,4801319.9635444945,8.1%,-17.7%
1777,Marseille,151112290.19980624,0.20898092905096874,1.1,150174760.6209985,0.20898092905096874,173358839.78867877,164496623.0390362,-39.5%,-30.6%,89843072.74581167,0.25256729428995317,1.8,88200959.33624989,0.25256729428995317,98690896.93124546,92430946.13595872,-40.0%,-29.8%,61269217.453994565,0.16677707145122478,0.3,58919277.95047217,0.16677707145122478,76821683.75453392,73675367.65258723,-41.6%,-33.6%,123496709.83509737,,0.9,122861205.35409795,,140567811.3070282,131101881.52944699,-38.2%,-27.0%,139048842.87283474,,1.5,137991608.56037912,,145690855.8546974,135670688.15902448,-35.9%,-21.0%,75605403.4368571,,1.6,73262447.33697,,80619240.14901212,74532991.76882146,-38.0%,-24.8%,47891306.39824027,,0.1,48318611.872714646,,62007330.2745304,58318833.45540923,-40.0%,-29.9%,69524421.43641737,,1.5,69499336.18983637,,75101053.86178404,69893322.65312018,-35.4%,-19.2%,69524421.43641737,,1.5,68995804.28018944,,72845427.92734882,67835344.07951212,-35.9%,-21.0%
1777,Rouen,,0.0,2.5,79591503.60382162,0.0,68021879.07273585,74244769.94752476,30.0%,25.3%,,0.0,3.3,51168425.01203687,0.0,43034499.13043178,47918063.19100041,53.9%,47.8%,,0.0,1.3,27665379.220021844,0.0,24484975.554656886,26034635.70321741,6.6%,3.6%,,,2.0,51844659.18560084,,41865805.748693064,44624097.74577151,97.5%,93.3%,,,3.1,56203769.543036625,,43488133.78557815,51410360.87674253,157.2%,145.3%,,,3.0,35455330.09703795,,28683119.308540292,31998389.366859127,126.8%,119.7%,,,0.1,15807248.917566514,,13035221.04387457,13089956.556532284,71.2%,70.8%,,,3.1,28101884.771518458,,21744066.892789032,25705180.438371398,157.2%,145.3%,,,3.1,28101884.771518458,,21744066.892789032,25705180.438371398,157.2%,145.3%
1777,Bordeaux,217388523.5054081,0.3006377280571239,3.7,133317921.62485874,0.3006377280571239,141087381.89084882,183692938.4664771,-49.2%,-57.2%,120227951.69289367,0.33798541756256817,4.2,53712291.19744271,0.33798541756256817,61596987.98495649,128213823.77880245,-38.5%,-53.8%,97160571.81251444,0.2644746628204424,3.2,74064354.18208799,0.2644746628204424,80425704.69681863,78093241.51310693,-56.9%,-60.6%,59057810.17789018,,2.2,56521338.51969768,,58907320.55170934,58084423.392243005,-53.2%,-55.5%,36852013.61007379,,3.0,26334851.79099195,,25508355.077534895,56148294.6041229,-46.2%,-38.5%,21552870.305040076,,2.9,19704136.532739118,,23427099.3140133,42857059.46725968,-47.7%,-40.4%,37504939.872850105,,1.9,36150648.7884419,,35718473.998884015,27150171.6412217,-53.5%,-55.1%,18426006.805036895,,3.0,13697025.923205303,,14423028.399563003,32602414.631756365,-47.0%,-41.8%,18426006.805036895,,3.0,13167425.895496044,,12754177.53876747,28074147.302061398,-46.2%,-38.5%
1777,Nantes,,0.0,1.2,38319525.186567426,0.0,50227925.31550208,53308462.97874995,-41.9%,-38.6%,,0.0,1.1,16249815.214513844,0.0,18931237.889595013,21209962.128082592,-48.6%,-46.3%,,0.0,0.6,17421805.070449855,0.0,18881947.846827503,8424322.887595592,-24.4%,13.7%,,,0.6,20760105.50057534,,23500346.455626585,18908740.956105825,-23.1%,6.9%,,,-0.2,9102501.635039167,,8365386.186339876,18229862.06122427,-30.2%,53.9%,,,0.0,6873045.424184143,,7016021.199092125,8952140.03673124,-34.6%,31.5%,,,0.6,11659554.004192214,,11663818.140210373,4584281.522699413,-6.7%,42.0%,,,-0.1,4615684.55013268,,4337451.419707727,7753999.945308745,-31.5%,56.8%,,,-0.2,4551250.817519575,,4182693.0931699304,9114931.030612119,-30.2%,53.9%
1777,Bayonne,,0.0,0.1,18272770.26307482,0.0,14876808.70995809,11181565.434552787,22.6%,40.3%,6885074.526691325,0.01935535585599363,0.3,6746620.822158007,0.01935535585599363,5371253.993493127,4639972.804640209,13.4%,23.8%,,0.0,-0.4,11012996.747040102,0.0,9400096.291887583,6661294.4805581905,29.2%,49.7%,,,0.3,16689211.940350538,,13498701.591307161,10240740.135900317,31.5%,49.0%,,,0.5,11488104.040154172,,9006064.098314527,7937041.768015481,29.0%,37.4%,6314869.721707555,,0.4,5758374.556449977,,4501319.935665685,4038974.8065355713,28.9%,36.9%,,,0.2,10644456.65142402,,8939468.43996224,6283605.0883489465,31.3%,52.7%,6261668.171903195,,0.5,5689444.581101893,,4480554.318110739,4058658.687187289,30.1%,37.3%,,,0.5,5744052.020077095,,4503032.049157255,3968520.8840077333,29.0%,37.4%
1777,La Rochelle,,0.0,-0.7,12951387.579765022,0.0,14564157.69580894,24358813.89616819,47.4%,42.5%,,0.0,-0.5,5870509.87481258,0.0,6471725.863323258,9720696.471529555,149.9%,144.1%,,0.0,-0.8,7079564.9398969915,0.0,8113834.130846426,13001990.460270384,-0.4%,-1.6%,,,-1.3,9055480.774857698,,10550179.326237082,21267245.12459574,44.1%,34.1%,,,1.8,5430470.91433387,,6520621.7809589645,17605242.798880335,8.1%,-17.7%,,,-1.0,3615422.4162731464,,4100174.239223282,8183731.338833762,99.7%,86.6%,,,-1.4,5387302.056128138,,6308418.776524988,12063358.494078191,7.4%,2.2%,,,1.8,2674666.8163682045,,3112975.626424253,8303597.756660247,9.3%,-17.2%,,,1.8,2715235.457166959,,3260310.890479505,8802621.39944015,8.1%,-17.7%
1761,Marseille,79304676.7685172,0.25368958631678845,1.1,125302984.83882347,0.25368958631678845,179149708.18379092,129920441.19723414,-39.5%,-30.6%,47979838.72922084,0.35813726676133895,1.8,66133711.978456244,0.35813726676133895,94778604.66693728,66619572.30773056,-40.0%,-29.8%,31324838.039296355,0.17535701551428262,0.3,56366812.426007174,0.17535701551428262,79089285.17380854,59010263.421738334,-41.6%,-33.6%,73677209.60001856,,0.9,106485207.11091359,,154344974.80394346,106163091.54130192,-38.2%,-27.0%,88277865.52941698,,1.5,109041197.67681886,,176693019.65956077,105621362.95374653,-35.9%,-21.0%,44138932.76470849,,1.6,56723925.8539644,,81727211.51222399,52758207.68074373,-38.0%,-24.8%,29538276.83531008,,0.1,47786767.56238034,,66440288.73407114,48115795.41865598,-40.0%,-29.9%,44138932.76470849,,1.5,54330116.89576573,,80427445.5114921,47310963.48418432,-35.4%,-19.2%,44138932.76470849,,1.5,54520598.83840953,,88346509.82978022,52810681.47687279,-35.9%,-21.0%
1761,Rouen,,0.0,2.5,52998212.88194155,0.0,37930808.485848546,37930808.485848546,30.0%,25.3%,,0.0,3.3,30070356.62638827,0.0,16140991.81188045,16140991.81188045,53.9%,47.8%,,0.0,1.3,22607940.656955536,0.0,23105982.942496013,23105982.942496013,6.6%,3.6%,,,2.0,37705246.74531254,,19795738.078837086,19795738.078837086,97.5%,93.3%,,,3.1,34142484.44967914,,11826977.654215973,11826977.654215973,157.2%,145.3%,,,3.0,21836733.957371686,,8529849.035960712,8529849.035960712,126.8%,119.7%,,,0.1,15534649.667002313,,11937026.15782948,11937026.15782948,71.2%,70.8%,,,3.1,17071242.22483954,,5913488.827107975,5913488.827107975,157.2%,145.3%,,,3.1,17071242.22483954,,5913488.827107975,5913488.827107975,157.2%,145.3%
1761,Bordeaux,32110333.543749347,0.102718497384277,3.7,73678316.66562468,0.102718497384277,140131723.33306926,173534423.87859166,-49.2%,-57.2%,11761993.868604997,0.08779538338048573,4.2,27623788.192136653,0.08779538338048573,40912794.64854265,32977615.942917414,-38.5%,-53.8%,20348339.67514435,0.11391037717826083,3.2,44606870.18028828,0.11391037717826083,97942324.18814988,153039901.71326128,-56.9%,-60.6%,28476337.69468049,,2.2,39514010.208806016,,72024560.88428633,84237498.11731091,-53.2%,-55.5%,14499778.648908837,,3.0,16361730.63450998,,23781743.763514683,11434573.258518083,-46.2%,-38.5%,9022853.974535158,,2.9,12341102.222884286,,15276224.035293171,8091016.303511281,-47.7%,-40.4%,19453483.72014533,,1.9,26720347.92028882,,54924959.62911325,88716309.46169995,-53.5%,-55.1%,7249889.324454418,,3.0,8414966.965187255,,12002691.676730987,5717286.629258949,-47.0%,-41.8%,7249889.324454418,,3.0,8180865.317255092,,11890871.881757235,5717286.629258949,-46.2%,-38.5%
1761,Nantes,12148698.20746177,0.0388627549865003,1.2,31726593.6335984,0.0388627549865003,27222815.151407555,22410880.575839274,-41.9%,-38.6%,2497940.918665464,0.018645451023521713,1.1,13682184.66983008,0.018645451023521713,14632540.015232634,10923814.718035417,-48.6%,-46.3%,9650757.288796306,0.054025115580583045,0.6,15813783.467416089,0.054025115580583045,16765897.460800475,19364839.254651994,-24.4%,13.7%,11460645.018835472,,0.6,18999296.90301836,,12452908.538105864,7748323.378908675,-23.1%,6.9%,4079634.238225712,,-0.2,9396831.73679677,,6999068.701047773,1420480.5566499569,-30.2%,53.9%,2039817.119112856,,0.0,6848080.088148963,,5431221.644581958,1586459.2572821279,-34.6%,31.5%,9420827.899722615,,0.6,10570197.137912655,,8926148.797640057,13638164.446490765,-6.7%,42.0%,2039817.119112856,,-0.1,4726419.149773066,,3499534.35052383,710240.2783249771,-31.5%,56.8%,2039817.119112856,,-0.2,4698415.868398376,,3499534.35052383,710240.2783249771,-30.2%,53.9%
1761,Bayonne,23598481.57511086,0.07548973493667724,0.1,17990721.99833564,0.07548973493667724,17964686.37102178,17964686.37102178,22.6%,40.3%,6892727.4813639205,0.05144958061734881,0.3,6458825.631017765,0.05144958061734881,6626192.449656471,6626192.449656471,13.4%,23.8%,16705754.093746942,0.09351911655919858,-0.4,11744705.014178168,0.09351911655919858,11443959.559485465,11443959.559485465,29.2%,49.7%,22004797.632015143,,0.3,15836841.02908916,,14976823.636349471,14976823.636349471,31.5%,49.0%,12331056.959006822,,0.5,10591648.365112577,,8472813.799564736,8472813.799564736,29.0%,37.4%,6168488.479503411,,0.4,5407616.215026838,,4612657.388672475,4612657.388672475,28.9%,36.9%,15836309.152511733,,0.2,10389196.70256921,,10752687.252773637,10752687.252773637,31.3%,52.7%,6165528.479503411,,0.5,5279928.816046784,,4236406.8997823605,4236406.8997823605,30.1%,37.3%,6165528.479503411,,0.5,5295824.182556288,,4236406.8997823605,4236406.8997823605,29.0%,37.4%
1761,La Rochelle,6125383.682661705,0.019594633202047778,-0.7,14564815.922698343,0.019594633202047778,21146805.455415756,14114613.85569708,47.4%,42.5%,1736264.445018454,0.012960047786386132,-0.5,6390613.502402433,0.012960047786386132,10823235.025898889,7714511.001187689,149.9%,144.1%,4389119.23764325,0.024570369662691244,-0.8,8080367.691723795,0.024570369662691244,10330330.608791053,6529126.479826897,-0.4%,-1.6%,5986341.283390174,,-1.3,11099815.192897126,,16071592.884861438,13096417.614494823,44.1%,34.1%,2195025.891434608,,1.8,4043381.3916491386,,4748735.994577552,8960653.883137183,8.1%,-17.7%,1640371.1957462041,,-1.0,4217394.278150701,,7762492.513491546,7463445.751207096,99.7%,86.6%,4345970.08764397,,-1.4,6696736.197304344,,8317125.657014132,5844503.81703407,7.4%,2.2%,1097512.945717304,,1.8,1997375.0220938053,,2374367.9972887714,4480326.941568583,9.3%,-17.2%,1097512.945717304,,1.8,2021690.6958245873,,2374367.9972887714,4480326.941568583,8.1%,-17.7%
1759,Marseille,71379103.67011721,0.22306151204096886,1.1,122498839.65183647,0.22306151204096886,171965055.33508027,133668077.30714586,-39.5%,-30.6%,38241410.69182163,0.2913614264198672,1.8,63795728.11284683,0.2913614264198672,89688878.3328242,68360945.7252465,-40.0%,-29.8%,33137692.978295587,0.17556706907647276,0.3,56055629.422021635,0.17556706907647276,77382271.19886729,61532109.271137156,-41.6%,-33.6%,66455656.267620094,,0.9,104598051.27682897,,147953742.02875647,110316131.54013734,-38.2%,-27.0%,68534364.56907251,,1.5,105878518.29620199,,165206508.86452913,110377642.20014401,-35.9%,-21.0%,34296920.28453626,,1.6,54938511.43349573,,77346747.86838678,55220238.798502125,-38.0%,-24.8%,32158735.983083837,,0.1,47720699.963024795,,64985119.71096804,50464362.066855825,-40.0%,-29.9%,34267182.28453626,,1.5,52683320.215793915,,75767057.18542577,50382895.843540594,-35.4%,-19.2%,34267182.28453626,,1.5,52939259.148101084,,82603254.4322644,55188821.100071505,-35.9%,-21.0%
1759,Rouen,,0.0,2.5,50371576.085626796,0.0,41036382.24448445,41036382.24448445,30.0%,25.3%,,0.0,3.3,28137184.92698167,0.0,18512707.924201306,18512707.924201306,53.9%,47.8%,,0.0,1.3,22044565.925316937,0.0,23295209.067592308,23295209.067592308,6.6%,3.6%,,,2.0,36233810.410179235,,23174808.560736734,23174808.560736734,97.5%,93.3%,,,3.1,32080145.5300281,,15302303.113639269,15302303.113639269,157.2%,145.3%,,,3.0,20553034.52399212,,10573921.342845844,10573921.342845844,126.8%,119.7%,,,0.1,15500906.978001308,,13026503.280225465,13026503.280225465,71.2%,70.8%,,,3.1,16040072.765014134,,7651151.55681962,7651151.55681962,157.2%,145.3%,,,3.1,16040072.765014134,,7651151.55681962,7651151.55681962,157.2%,145.3%
1759,Bordeaux,31879684.779569943,0.09962482469918432,3.7,68414174.33474919,0.09962482469918432,124844978.78689343,146810430.65228266,-49.2%,-57.2%,8256959.730143643,0.06290980173962445,4.2,25420519.98723197,0.06290980173962445,37673046.826430656,31882137.656952836,-38.5%,-53.8%,23622725.0494263,0.1251557434382527,3.2,41867383.0868484,0.1251557434382527,85738244.4598055,120456542.04859142,-56.9%,-60.6%,30487823.266116474,,2.2,37784914.290044285,,65657538.3795518,73864848.92085092,-53.2%,-55.5%,13787801.044837587,,3.0,15416703.981519584,,22146011.285976477,12572633.032211866,-46.2%,-38.5%,7178133.522430793,,2.9,11640014.393243931,,14596110.588683603,8943412.150526779,-47.7%,-40.4%,23309689.74368568,,1.9,25729589.674285486,,49332177.65409501,71082057.7450794,-53.5%,-55.1%,6893900.522418793,,3.0,7917821.059699091,,11153512.069862496,6286316.516105832,-47.0%,-41.8%,6893900.522418793,,3.0,7708351.990759887,,11073005.642988138,6286316.516105832,-46.2%,-38.5%
1759,Nantes,7052664.139287565,0.022039754577153813,1.2,30986595.428110115,0.022039754577153813,28885175.819388814,24802733.87982664,-41.9%,-38.6%,3829024.131588031,0.029173346709570322,1.1,13391179.314014038,0.029173346709570322,15516738.518660355,12303360.590956768,-48.6%,-46.3%,3223640.0076995343,0.017079192214139928,0.6,15623510.28240746,0.017079192214139928,17182654.03171937,19214843.33877062,-24.4%,13.7%,5643029.476544006,,0.6,18789967.382451385,,13697810.593675045,9451731.322183235,-23.1%,6.9%,5081892.675573802,,-0.2,9434285.95957794,,7895758.471382185,2251350.822947998,-30.2%,53.9%,2573879.858449621,,0.0,6844965.804055813,,6060931.94769462,2307984.7934112814,-34.6%,31.5%,3069149.618094384,,0.6,10441387.912673922,,9336466.923641266,12944138.970836725,-6.7%,42.0%,2540946.337786901,,-0.1,4740446.476238721,,3947879.235691085,1125675.411473997,-31.5%,56.8%,2540946.337786901,,-0.2,4717142.979788953,,3947879.235691085,1125675.411473997,-30.2%,53.9%
1759,Bayonne,28213363.303416386,0.08816747695944986,0.1,17955773.46163679,0.08816747695944986,17757566.962901812,17757566.962901812,22.6%,40.3%,5841264.29455545,0.04450461073919248,0.3,6423725.395841644,0.04450461073919248,6722046.401079398,6722046.401079398,13.4%,23.8%,22372099.008860935,0.11852979187920522,-0.4,11839522.537841922,0.11852979187920522,11097506.06113552,11097506.06113552,29.2%,49.7%,26752035.170909744,,0.3,15733402.320552142,,14831911.148371704,14831911.148371704,31.5%,49.0%,9834193.7925213,,0.5,10484626.243746152,,9070862.243390016,9070862.243390016,29.0%,37.4%,4933805.89626065,,0.4,5365301.174144319,,4859755.201057619,4859755.201057619,28.9%,36.9%,21818229.274649095,,0.2,10357722.655765131,,10191208.254351972,10191208.254351972,31.3%,52.7%,4917096.89626065,,0.5,5230856.932173163,,4535431.121695,4535431.121695,30.1%,37.3%,4917096.89626065,,0.5,5242313.121873076,,4535431.121695,4535431.121695,29.0%,37.4%
1759,La Rochelle,5914391.078003213,0.01848262234782481,-0.7,14780141.357363967,0.01848262234782481,20908985.8012106,15236923.909221709,47.4%,42.5%,2537916.177919424,0.019336391214532286,-0.5,6458785.979995767,0.019336391214532286,10586665.453861943,8124475.779072234,149.9%,144.1%,3376474.900083788,0.017888927946983383,-0.8,8215030.737021578,0.017888927946983383,10312149.137610322,7198703.730696986,-0.4%,-1.6%,5694046.725195842,,-1.3,11385871.482536672,,16034645.915478433,13662381.889050739,44.1%,34.1%,2261504.950269348,,1.8,3897024.2660638737,,4742571.133952928,7802572.60841098,8.1%,-17.7%,2362073.075112054,,-1.0,4299370.272398356,,7640654.697758683,7413371.857920398,99.7%,86.6%,3331973.650083788,,-1.4,6881366.269553439,,8387701.596069861,6362407.208827104,7.4%,2.2%,1130752.475134674,,1.8,1925787.4633946666,,2371285.566976459,3901286.3042054824,9.3%,-17.2%,1130752.475134674,,1.8,1948512.133031954,,2371285.566976459,3901286.3042054824,8.1%,-17.7%
1780,Marseille,95011300.43057716,0.2102003969982643,1.1,155360678.98098072,0.2102003969982643,177858080.09946787,165796396.3765717,-39.5%,-30.6%,65428244.06186197,0.3026626953454921,1.8,93093693.34256127,0.3026626953454921,102971661.22121336,94417266.65641995,-40.0%,-29.8%,29583056.368715182,0.12544336869302708,0.3,59410578.29011801,0.12544336869302708,77778157.35447086,73468061.76107332,-41.6%,-33.6%,84088793.57815945,,0.9,126201146.81635578,,143476981.071206,130619501.17687808,-38.2%,-27.0%,115675003.22457734,,1.5,144220439.35275578,,149928846.00842616,136703959.3214374,-35.9%,-21.0%,59098273.96229382,,1.6,76862677.90173724,,83650388.55865665,75361773.32149582,-38.0%,-24.8%,24990519.61586563,,0.1,48418989.67551361,,62535817.585945085,57482324.882127084,-40.0%,-29.9%,57837501.61228867,,1.5,72783328.00210534,,77759143.22072354,70835665.74953486,-35.4%,-19.2%,57837501.61228867,,1.5,72110219.67637776,,74964423.00421321,68351979.66071858,-35.9%,-21.0%
1780,Rouen,,0.0,2.5,85897443.31303592,0.0,70366163.10957071,79867615.88042514,30.0%,25.3%,,0.0,3.3,56531297.06840315,0.0,45316523.92865795,52904256.15002672,53.9%,47.8%,,0.0,1.3,28732658.22561316,0.0,24646877.070586648,26959325.78478123,6.6%,3.6%,,,2.0,55034584.66046734,,42283872.71888897,46309814.64162124,97.5%,93.3%,,,3.1,61709727.70656949,,44798943.21786093,57000171.8897382,157.2%,145.3%,,,3.0,38828367.370374836,,29797286.740127616,34846432.707909815,126.8%,119.7%,,,0.1,15858891.30668527,,12575181.644967714,12640433.564962285,71.2%,70.8%,,,3.1,30854863.853284687,,22399471.608930424,28500085.94486925,157.2%,145.3%,,,3.1,30854863.853284687,,22399471.608930424,28500085.94486925,157.2%,145.3%
1780,Bordeaux,,0.0,3.7,148997486.43266582,0.0,153120795.8909721,228695701.79638478,-49.2%,-57.2%,32531869.528393727,0.15048827088775343,4.2,60844578.44359869,0.15048827088775343,68344272.59058487,199895051.14215633,-38.5%,-53.8%,,0.0,3.2,81451323.2643818,0.0,86332867.48406138,84533072.09778437,-56.9%,-60.6%,,,2.2,60445146.92518969,,61478007.657121785,61317497.059465215,-53.2%,-55.5%,,,3.0,28793034.39626824,,27146565.087033257,86330546.09106256,-46.2%,-38.5%,18009549.786084704,,2.9,21510874.009813745,,25347720.9773876,61041559.06664655,-47.7%,-40.4%,,,1.9,38258678.816267155,,36698847.06924672,25353646.535847593,-53.5%,-55.1%,12413681.046296004,,3.0,15007086.192597527,,15557166.656016389,51468113.244374044,-47.0%,-41.8%,,,3.0,14396517.198134298,,13573282.543516556,43165273.0455312,-46.2%,-38.5%
1780,Nantes,,0.0,1.2,39700364.608895436,0.0,50817136.664814845,54520712.405822225,-41.9%,-38.6%,,0.0,1.1,16782372.64936562,0.0,18559389.42534832,21640040.670996133,-48.6%,-46.3%,,0.0,0.6,17741033.077560462,0.0,18681046.70635985,6011515.008847204,-24.4%,13.7%,,,0.6,21107986.6689656,,23137265.027346697,16884780.459455322,-23.1%,6.9%,,,-0.2,9048349.917007957,,7797704.880398656,22557297.654288273,-30.2%,53.9%,,,0.0,6877736.547069685,,6623468.5609585615,9247343.134184109,-34.6%,31.5%,,,0.6,11875973.583838856,,11534020.160000216,3091434.859548668,-6.7%,42.0%,,,-0.1,4595212.493153739,,4059239.236626508,9137970.065656086,-31.5%,56.8%,,,-0.2,4524174.958503978,,3898852.4401993207,11278648.827144116,-30.2%,53.9%
1780,Bayonne,21189102.217877064,0.04687818899488675,0.1,18326144.5070385,0.04687818899488675,14578417.209688835,9768777.207313351,22.6%,40.3%,8029685.778411879,0.03714430022260243,0.3,6801993.170243185,0.03714430022260243,5182287.291909951,4198744.616755915,13.4%,23.8%,13159416.439465186,0.05580091210408652,-0.4,10880964.615766058,0.05580091210408652,9291899.859900424,5734496.250215612,29.2%,49.7%,19624503.716763504,,0.3,16854066.12622462,,13349802.048229951,9061163.099810928,31.5%,49.0%,13661573.939025719,,0.5,11664449.87406238,,8721469.16006067,7292652.842231999,29.0%,37.4%,6874541.969512859,,0.4,5826631.394129358,,4351782.479845685,3719743.729983491,28.9%,36.9%,12749961.747250646,,0.2,10693011.510293141,,8960200.762544202,5469280.730532571,31.3%,52.7%,6830786.969512859,,0.5,5769693.05795047,,4335816.186037568,3755229.3391809394,30.1%,37.3%,6830786.969512859,,0.5,5832224.93703119,,4360734.580030312,3646326.4211159926,29.0%,37.4%
1780,La Rochelle,7694879.291011557,0.017023940041807996,-0.7,12669396.234794552,0.017023940041807996,14205047.622171113,30256841.807577323,47.4%,42.5%,3697571.203999307,0.017104491842638927,-0.5,5777810.730029467,0.017104491842638927,6268741.397501469,11315019.808775809,149.9%,144.1%,3997308.08701225,0.016950100959445734,-0.8,6906205.007297434,0.016950100959445734,7964362.34237722,15893884.862093108,-0.4%,-1.6%,4534275.061012157,,-1.3,8716371.234782198,,10195979.336607676,28503486.098193467,44.1%,34.1%,3082827.719181754,,1.8,5739246.6438288735,,6808054.0174769685,28855398.205552198,8.1%,-17.7%,2086377.858113787,,-1.0,3512514.1241753977,,3919022.2829681267,10636643.184545847,99.7%,86.6%,2447897.20289837,,-1.4,5171947.427449613,,6138070.634358033,15840680.734483022,7.4%,2.2%,1541413.859590877,,1.8,2825182.963356145,,3242540.5680037225,13170261.200397367,9.3%,-17.2%,1541413.859590877,,1.8,2869623.3219144414,,3404027.0087385084,14427699.102776071,8.1%,-17.7%
1778,Marseille,112736817.52331236,0.17881688163542112,1.1,151883875.13012278,0.17881688163542112,174845795.9777706,164928744.66959113,-39.5%,-30.6%,64536603.70214124,0.18237100377374751,1.8,89802610.07332332,0.18237100377374751,100097670.45521864,93088365.95813651,-40.0%,-29.8%,48200213.82117112,0.1742695644591249,0.3,59082591.63582377,0.1742695644591249,77139194.18281154,73606200.77478905,-41.6%,-33.6%,85929853.85705909,,0.9,123964580.471186,,141530920.68533987,130940890.46499817,-38.2%,-27.0%,95421751.18880251,,1.5,140037405.60475582,,147090038.77759334,136014241.18102998,-35.9%,-21.0%,50264762.644664966,,1.6,74443386.0164241,,81617218.10167657,74808234.59118511,-38.0%,-24.8%,35665091.21239413,,0.1,48352047.99742445,,62182994.59165667,58038653.355836585,-40.0%,-29.9%,47710875.594401255,,1.5,70577197.22677274,,75976831.23063539,70206035.80665484,-35.4%,-19.2%,47710875.594401255,,1.5,70018702.80237779,,73545019.3887968,68007120.59051462,-35.9%,-21.0%
